row_id,study_key,arxiv_id,source_url,date,authors,affiliation_type,model,version_pin,task_family,dataset,n,reference_label_type,metric,value,interval_low,interval_high,interval_type,value_key,comparator,comparator_value,comparator_tuning_budget,cost_or_latency,hardware_or_provider,calibration_quantity,post_hoc_calibration,cascade_result,test_set_exposure,code_available,excerpt,location,extractor,ledger_version
L486,grey_kev,,https://huggingface.co/jaredpalmer/kev-9b ; https://github.com/jaredpalmer/kev,2026-09-21,Palmer,independent,Kev-9B,"jaredpalmer/kev-9b, T=2.30, fused Triton kernels",other (serving latency),"6-question request, new state",20 requests (median),none,latency_ms_median,24.1,,,,greyKev.kev9bH100Latency,,,not applicable,"24.1 ms (new state) / 17.0 ms (repeated state), 6 questions, fused Triton kernels","1x NVIDIA H100 (self-hosted, $3.95/h), bf16, flash-linear-attention + CUDA graphs",,,,,"yes (https://github.com/jaredpalmer/kev, Apache 2.0)",| Kev-9B | H100 | 17.4 / 10.1 ms | 24.1 / 17.0 ms | 29.6 / 18.0 ms | 100.3 / 26.6 ms |,"GitHub README, 'Serving Performance', fused-kernel latency table",ledger-extract-C,1.0
L487,grey_archerhume_jev,,https://archerhume.com/posts/jevs-architecture-unmasked/,2026-09-17,Hume,independent,Jev,jev-1.13.0,QA,"1,200-item MMLU sample",1200,human_adjudicated,ECE,0.0313,,,,greyArcherhumeJev.jevMmluEce,,,not reported (single-model probing study),,"TypeSafe hosted API, one early-access account, one observed service region","ECE, 10 equal-width bins, probabilities rounded to 2 decimals",none,,public-pre-2026,"not reported (footnoted data links present, repository URL not extracted)","On the 1,200-item MMLU sample, ten-bin expected calibration error was 0.0313.","essay section 5, 'Train the distribution, then calculate confidence'; Figure 5",ledger-extract-C,1.0
L488,grey_archerhume_jev,,https://archerhume.com/posts/jevs-architecture-unmasked/,2026-09-17,Hume,independent,Jev,jev-1.13.0,QA,MMLU-Pro,not reported,human_adjudicated,accuracy_pct,84.6,,,,greyArcherhumeJev.jevMmluProAccuracy,,,not reported,,"TypeSafe hosted API, one early-access account, one observed service region",,,,public-pre-2026,"not reported (footnoted data links present, repository URL not extracted)",MMLU-Pro accuracy was 84.6%; newly generated word problems were much harder.,"essay, calibration discussion (also cited earlier re: breadth of knowledge requiring frontier-scale pretraining)",ledger-extract-C,1.0
L489,grey_archerhume_jev,,https://archerhume.com/posts/jevs-architecture-unmasked/,2026-09-17,Hume,independent,Jev,jev-1.13.0,QA,"0.9-1.0 confidence bin, 1,200-item MMLU sample",990,human_adjudicated,ECE_bin_gap_pct_points,2.4,,,,greyArcherhumeJev.jevMmluTopBinGap,,,not reported,,"TypeSafe hosted API, one early-access account, one observed service region",single-bin calibration gap (predicted vs observed accuracy),none,,public-pre-2026,"not reported (footnoted data links present, repository URL not extracted)",0.9-1.0 bin | 990 items | predicted 98.7% | observed 96.3% (95% interval 95-97%),"essay Figure 5, MMLU reliability bins",ledger-extract-C,1.0
L490,grey_archerhume_jev,,https://archerhume.com/posts/jevs-architecture-unmasked/,2026-09-17,Hume,independent,Jev,jev-1.13.0,other (tokenizer fingerprinting),tokenizer fingerprint experiment vs 192 public tokenizers,445 probes,human_adjudicated,agreement_rate_vs_closest_public_tokenizer,348/415,,,,greyArcherhumeJev.jevTokenizerAgreement,Qwen family tokenizer (closest public match),,not applicable,,"TypeSafe hosted API, one early-access account, one observed service region",,,,not applicable,"not reported (footnoted data links present, repository URL not extracted)","Jev's token counts match none of the 192 public tokenizers we tested across 415 probes... The closest public match, Qwen, agrees on 348 of 415 probes.",essay section on tokenizer; footnote [18],ledger-extract-C,1.0
L491,grey_archerhume_jev,,https://archerhume.com/posts/jevs-architecture-unmasked/,2026-09-17,Hume,independent,Jev,jev-1.13.0,other (option-order sensitivity),"option-order probe, reference-card position",48 (pooled shared-state condition) / 16 per position condition,human_adjudicated,accuracy_by_card_position,16/16 (card last) vs 11-12/16 (card first/middle),,,,greyArcherhumeJev.jevOptionOrderAccuracy,,,not applicable,,"TypeSafe hosted API, one early-access account, one observed service region",,,,new,"not reported (footnoted data links present, repository URL not extracted)","With the card last, every request was correct. With the card first or in the middle, probabilities scattered widely around 0.5, although the final decision could always read the card. That is order sensitivity, not a recovered attention mask.","essay Figure 3, 'Probability Jev 1.13.0 gave the correct option, by where the reference card sat'",ledger-extract-C,1.0
L492,grey_archerhume_jev,,https://archerhume.com/posts/jevs-architecture-unmasked/,2026-09-17,Hume,independent,Jev,jev-1.13.0,classification,"technical-support classification, option reversal",not reported,human_adjudicated,correct_class_probability_range,0.84-0.89 (original order) vs 0.93-0.96 (reversed),,,,greyArcherhumeJev.jevOptionReversalShift,,,not applicable,,"TypeSafe hosted API, one early-access account, one observed service region",,,,new,"not reported (footnoted data links present, repository URL not extracted)",Reversing options shifted the probability of a technical-support classification from roughly 0.84-0.89 to 0.93-0.96. This came from the option_order probes.,"essay section 4, 'Let the options interact before choosing'",ledger-extract-C,1.0
L493,grey_archerhume_jev,,https://archerhume.com/posts/jevs-architecture-unmasked/,2026-09-17,Hume,independent,Jev,jev-1.13.0,other (irrelevant-option / listwise-readout probe),"irrelevant-added-option experiment, 10 randomized blocks",10 blocks,human_adjudicated,log_odds_shift_on_irrelevant_option_addition,-0.28,-0.36,-0.19,descriptive 95% paired-t interval across 10 blocks,greyArcherhumeJev.jevIrrelevantOptionLogOddsShift,fixed independent-logit null hypothesis (predicts 0 shift),0,not applicable,,"TypeSafe hosted API, one early-access account, one observed service region",,,,new,"not reported (footnoted data links present, repository URL not extracted)","Pooling the two identical requests for each condition within each block, mean log-odds fell from +0.38 to +0.11... the average change was -0.28, with a descriptive 95% paired t interval of approximately -0.36 to -0.19. Every block showed a decrease.","essay section 4, Figure 4",ledger-extract-C,1.0
L494,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Hosted Jev,typesafe/jev-1.13 (via OpenRouter),classification,"975-item frozen public holdout (ContractNLI, RACE, CosmosQA, MultiRC, Social IQa)",975,human_adjudicated,accuracy_pct,85.0,,,,greyRobbalianRev.jevHoldoutAccuracy,Rev-Qwen3.5-4B / 9B / Qwen3.8-27B,87.7 / 88.7 / 92.0,"not reported (general hosted model) vs fine-tuned (Rev, LoRA + pointer head)","142 ms, $0.0366 per 1,000 answers",OpenRouter (server location undisclosed),,,,public-pre-2026,"yes (https://github.com/robbalian/rev, weights on Hugging Face)",| Hosted Jev | 85.0% | 142 ms | $0.0366 |,"README, 'Base model, training, serving, and eval' table",ledger-extract-C,1.0
L495,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Rev-Qwen3.8-27B,LoRA + pointer head on Qwen3.8-27B,classification,"975-item frozen public holdout (ContractNLI, RACE, CosmosQA, MultiRC, Social IQa)",975,human_adjudicated,accuracy_pct,92.0,,,,greyRobbalianRev.rev27bHoldoutAccuracy,Hosted Jev,85.0,fine-tuned,"75 ms, $0.0819 per 1,000 answers","1x NVIDIA B200 (Modal, list price)",,,,public-pre-2026,"yes (https://github.com/robbalian/rev, weights on Hugging Face)",| Qwen3.8-27B | 92.0% | 75 ms | $0.0819 |,"README, 'Base model, training, serving, and eval' table",ledger-extract-C,1.0
L496,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Rev-Qwen3.5-4B,LoRA + pointer head on Qwen3.5-4B,classification,"975-item frozen public holdout (ContractNLI, RACE, CosmosQA, MultiRC, Social IQa)",975,human_adjudicated,accuracy_pct,87.7,,,95% interval approx +/-2 points (source's own note: 4B lead over Jev is at the edge of a tie),greyRobbalianRev.rev4bHoldoutAccuracy,Hosted Jev,85.0,fine-tuned,"37 ms, $0.0220 per 1,000 answers ($0.0178 on cheapest RunPod B200 pricing)","1x NVIDIA B200 (Modal, list price)",,,,public-pre-2026,"yes (https://github.com/robbalian/rev, weights on Hugging Face)","| Qwen3.5-4B | 87.7% | 37 ms | $0.0220 |... 95% intervals are about plus or minus 2 points, so the 4B's lead over Jev is at the edge of a tie; the 9B and 27B are clearly ahead.","README, 'Base model, training, serving, and eval' table; 'The test set' section",ledger-extract-C,1.0
L497,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Rev-Qwen3.5-4B vs Hosted Jev,LoRA + pointer head on Qwen3.5-4B vs typesafe/jev-1.13,classification,"speed by input length (975-item holdout, bucketed)",975,human_adjudicated,latency_ms_by_length_bucket,Jev flat 140-150 ms; Rev-4B 37-63 ms (grows with length),,,,greyRobbalianRev.latencyByInputLength,,,not applicable,Hosted Jev: 140/141/144/144/150 ms across 5 length buckets (<256 to >2k tokens); Rev-4B: 37/37/38/44/63 ms,"1x NVIDIA B200 (Rev, Modal); OpenRouter (Jev)",,,,public-pre-2026,"yes (https://github.com/robbalian/rev, weights on Hugging Face)","Jev is flat at every length and ours grow with the document. The 4B and 9B stay under Jev all the way up to the longest contracts. The 27B crosses Jev above 2,000 tokens.","README, 'Speed by input length' table",ledger-extract-C,1.0
L498,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Rev-Qwen3.5-4B vs Hosted Jev,LoRA + pointer head on Qwen3.5-4B vs typesafe/jev-1.13,classification,"speed by questions per request (synthetic invoices, cache-busted)","4 synthetic invoices x {1,5,20} questions",human_adjudicated,latency_ms_by_question_count,Jev 191/203/210 ms; Rev-4B 64/65/97 ms,,,,greyRobbalianRev.latencyByQuestionCount,,,not applicable,1/5/20 questions: Hosted Jev 191/203/210 ms; Qwen3.5-4B 64/65/97 ms; Qwen3.5-9B 64/69/111 ms; Qwen3.8-27B 100/107/218 ms,"1x NVIDIA B200 (Rev, Modal); OpenRouter (Jev)",,,Jev's per-question latency is flat as question count grows (191->210 ms for 1->20 questions); the 4B and 9B answer 20 questions in about half Jev's time; the 27B roughly matches it.,not applicable,"yes (https://github.com/robbalian/rev, weights on Hugging Face)","Jev is flat in the number of questions. Ours grows, but the 4B and 9B answer 20 questions in half Jev's time and the 27B about matches it.","README, 'Speed by questions per request' table",ledger-extract-C,1.0
L499,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Rev-Qwen3.8-27B vs Hosted Jev,LoRA + pointer head on Qwen3.8-27B vs typesafe/jev-1.13,classification,"JevBench (external leaderboard, public items)",231,human_adjudicated,accuracy_pct,89.6 (Rev-27B) vs 86.6 (Jev),,,,greyRobbalianRev.jevBenchComparison,best other open model,87.0,fine-tuned (Rev) vs not reported (Jev),,,,,,unclear,"yes (https://github.com/robbalian/rev, weights on Hugging Face)","JevBench, 231 public items | 89.6% | 86.6% | 87.0%... These are our measurements with each board's own scoring, not the boards' runs.","README, 'Outside leaderboards' table",ledger-extract-C,1.0
L500,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Rev-Qwen3.8-27B vs Hosted Jev,LoRA + pointer head on Qwen3.8-27B vs typesafe/jev-1.13,classification,"Decision Index (external leaderboard, 19 benchmarks)",77591,human_adjudicated,decision_index_score,59.8 (Rev-27B) vs 59.5 (Jev),,,,greyRobbalianRev.decisionIndexComparison,best other open model,55.7,fine-tuned (Rev) vs not reported (Jev),,,,,,unclear,"yes (https://github.com/robbalian/rev, weights on Hugging Face)","Decision Index, all 19 benchmarks, 77,591 requests | 59.8 | 59.5 | 55.7... we're well ahead on contracts and tools and well behind on knowledge questions like GPQA and MMLU.","README, 'Outside leaderboards' table",ledger-extract-C,1.0
L501,grey_robbalian_rev,,https://github.com/robbalian/rev,2026-09-24,robbalian,independent,Rev-Qwen3.8-27B / Rev-Qwen3.5-4B / Rev-Qwen3.5-9B / Hosted Jev,Rev checkpoints vs typesafe/jev-1.13,classification,"Snake game (10 games, 1,000-move cap, same seeds)",10 games per player,task_outcome,mean_moves_survived_per_game,187 (27B) / 172 (4B) / 144 (9B) / 113 (Jev),,,,greyRobbalianRev.snakeMovesSurvived,,,fine-tuned (Rev) vs not reported (Jev),,,,,,new,"yes (https://github.com/robbalian/rev, weights on Hugging Face)",| Qwen3.8-27B | 187 | | Qwen3.5-4B | 172 | | Qwen3.5-9B | 144 | | Hosted Jev | 113 |,"README, 'Snake' section table",ledger-extract-C,1.0
L502,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Jev,not pinned on this page,agent control,"4-workflow mean (Security Incidents, Agent Trace Observability, Invoice Processing, Customer Service)",not reported,model_consensus,accuracy_pct,67.8,,,,greyTypesafeEvals.jevMeanWorkflowAccuracy,Claude Sonnet 5 (workflow mode),67.8,same prompt (provider default reasoning settings),"$0.0004/case, 0.4 s/case",,,,,new,no,Jev - workflow - 67.8% - $0.0004 - 0.4 s,"evals.typesafe.ai, 'Mean accuracy vs cost and time' scatter plot",ledger-extract-C,1.0
L503,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Claude Sonnet 5,not reported,agent control,4-workflow mean,not reported,model_consensus,accuracy_pct,67.8,,,,greyTypesafeEvals.sonnet5MeanWorkflowAccuracy,Jev,"67.8 (same accuracy, ~293x the cost, ~195x the latency)",same prompt (provider default reasoning settings),"$0.1174/case, 78.1 s/case",,,,,new,no,sonnet 5 - workflow - 67.8% - $0.1174 - 78.1 s,"evals.typesafe.ai, 'Mean accuracy vs cost and time' scatter plot",ledger-extract-C,1.0
L504,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Claude Opus 5,not reported,agent control,4-workflow mean,not reported,model_consensus,accuracy_pct,73.1,,,,greyTypesafeEvals.opus5MeanWorkflowAccuracy,Jev,67.8,same prompt (provider default reasoning settings),"$0.1761/case, 37.8 s/case",,,,,new,no,opus 5 - workflow - 73.1% - $0.1761 - 37.8 s,"evals.typesafe.ai, 'Mean accuracy vs cost and time' scatter plot (highest-accuracy comparator alongside sol)",ledger-extract-C,1.0
L505,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,GPT-5.6 Luna,not reported,agent control,4-workflow mean,not reported,model_consensus,accuracy_pct,66.8,,,,greyTypesafeEvals.lunaMeanWorkflowAccuracy,Jev,67.8,same prompt (provider default reasoning settings),"$0.0033/case, 12.9 s/case (cheapest/fastest non-Jev comparator)",,,,,new,no,luna - workflow - 66.8% - $0.0033 - 12.9 s,"evals.typesafe.ai, 'Mean accuracy vs cost and time' scatter plot",ledger-extract-C,1.0
L506,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Jev,not pinned on this page,agent control,Security Incidents workflow,not reported,model_consensus,accuracy_pct,61.7,,,,greyTypesafeEvals.jevSecurityIncidentsAccuracy,Claude Opus 5,66.2,same prompt (provider default reasoning settings),"$0.0001/case, 0.3 s/case",,,,,new,no,Jev - workflow - 61.7% - $0.0001 - 0.3 s,"evals.typesafe.ai, 'Security Incidents' example workflow chart",ledger-extract-C,1.0
L507,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Jev,not pinned on this page,agent control,Agent Trace Observability workflow,not reported,model_consensus,accuracy_pct,71.6,,,,greyTypesafeEvals.jevAgentTraceAccuracy,GPT-5.6 Sol,76.6,same prompt (provider default reasoning settings),"$0.0003/case, 0.5 s/case",,,,,new,no,Jev - workflow - 71.6% - $0.0003 - 0.5 s,"evals.typesafe.ai, 'Agent Trace Observability' example workflow chart",ledger-extract-C,1.0
L508,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Jev,not pinned on this page,agent control,Invoice Processing workflow,not reported,model_consensus,accuracy_pct,61.8,,,,greyTypesafeEvals.jevInvoiceProcessingAccuracy,GPT-5.6 Sol,79.1 (highest on this workflow),same prompt (provider default reasoning settings),"$0.0011/case, 0.5 s/case",,,,,new,no,Jev - workflow - 61.8% - $0.0011 - 0.5 s,"evals.typesafe.ai, 'Invoice Processing' example workflow chart (Jev's lowest-accuracy workflow of the four)",ledger-extract-C,1.0
L509,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Jev,not pinned on this page,agent control,Customer Service workflow,not reported,model_consensus,accuracy_pct,76.0,,,,greyTypesafeEvals.jevCustomerServiceAccuracy,GPT-5.6 Sol,78.3,same prompt (provider default reasoning settings),"$0.0001/case, 0.4 s/case",,,,,new,no,Jev - workflow - 76.0% - $0.0001 - 0.4 s,"evals.typesafe.ai, 'Customer Service' example workflow chart (Jev's highest-accuracy workflow of the four)",ledger-extract-C,1.0
L510,grey_typesafe_evals,,https://evals.typesafe.ai/,2026-09-24,TypeSafe AI,vendor,Claude Haiku 4.5,not reported,agent control,Security Incidents workflow vs prompt (within-model ablation),not reported,model_consensus,accuracy_pct_gap_workflow_minus_prompt,41.7,,,,greyTypesafeEvals.haikuWorkflowVsPromptGapSecurity,Claude Haiku 4.5 (prompt mode),17.1 (vs 58.8 workflow mode),same prompt (provider default reasoning settings),workflow $0.0047/3.4s vs prompt $0.0068/4.6s,,,,,new,no,haiku 4.5 - workflow - 58.8% - $0.0047 - 3.4 s / haiku 4.5 - prompt - 17.1% - $0.0068 - 4.6 s,"evals.typesafe.ai, 'Security Incidents' example workflow chart (largest workflow-vs-prompt gap observed on this page)",ledger-extract-C,1.0
L511,grey_vercel_p95,,https://x.com/rauchg/status/2100307962262872105 ; https://x.com/fazxes/status/2100300097695232164 (no Vercel-owned page contains this figure; verified in this pass),2026-09-17,Rauch (Vercel); fazxes (Vercel),industry,Jev,not reported,safety,"Vercel fx auto-mode safety classifier (internal, unpublished)",not reported,none,speedup_ratio_p95_vs_gpt56_luna,up to 18 (range ~5-18),,,,,gpt-5.6-luna,1 (reference),not reported,p95-based per Rauch's framing; no methodology or sample size disclosed,,none,none,,unclear,no,"We benchmarked fx auto mode (safety) classifier with @typesafeai's Jev. tl;dr: ~5-18x faster and more accurate than gpt-5.6-luna, our current top choice. [Rauch, quoting/citing this:] Jev is up to 18x faster (p95) and more accurate.","X posts (Pranit @fazxes and Guillermo Rauch @rauchg); NOT found on any Vercel-owned blog/changelog/product page (independently re-verified by direct fetch+grep in this pass: fulltext/grey_vercel_blog.html, grey_vercel_changelog.html, grey_vercel_whatisjev.html, zero matches for '18x'/'p95' in all three)",ledger-extract-C,1.0
L512,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,TypeSafe Jev 1.13.0,jev-1.13.0 (reported by model=jev-latest),classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.727,,,,greyLocalllamaTypedDecisions.jevAccuracy,meraGPT Decider 1 (sd-1),0.768,"zero-shot (general pretrained model, never trained on these workflows)",p50 710 ms/case; $0.016 total for all 400 cases at $0.042/1M input tokens,TypeSafe hosted API (POST /v1/systemone),,,,new,"yes (dataset + card on HF, Apache 2.0)",TypeSafe Jev 1.13.0 | general | 0.727 | 0.580 | 0.613 | 1.442 | 0.251 | 0.148 | 0.144 | 0.391 | 0.952 | 710,"HF dataset card LocalLLaMA/typed-decisions, 'Baseline results' table",ledger-extract-C,1.0
L513,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,meraGPT Decider 1 (sd-1),state-decider-1,classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.768,,,,greyLocalllamaTypedDecisions.deciderAccuracy,TypeSafe Jev 1.13.0,0.727,"zero-shot (general pretrained model, never seen these workflows/schemas)",p50 526 ms/case end to end; $0.03/1M input tokens,meragpt.com hosted API (POST /v1/systemone-compatible),,,,new,"yes (dataset + card on HF, Apache 2.0)","meraGPT Decider 1 (sd-1) is state of the art on this benchmark as of 2026-09-22. It beats TypeSafe's Jev on accuracy and on every question type, it is faster end to end, and it costs less per token.","HF dataset card LocalLLaMA/typed-decisions, 'Leaderboard' and 'Baseline results'",ledger-extract-C,1.0
L514,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,TypeSafe Jev 1.13.0,jev-1.13.0,classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,KL_divergence_from_gold,1.442,,,,greyLocalllamaTypedDecisions.jevKlFromGold,"ModernBERT-base (149M, specialist)",0.223,zero-shot,,,KL divergence from soft teacher-averaged gold,none,,new,"yes (dataset + card on HF, Apache 2.0)",Jev's KL from gold is 1.442 against ModernBERT's 0.223 -- six times worse -- while scoring 8 points higher on accuracy. Jev picks the right label and commits to it; the specialist is right less often but its uncertainty tracks the teacher's spread much more closely.,"HF dataset card LocalLLaMA/typed-decisions, 'TypeSafe Jev 1.13.0' section",ledger-extract-C,1.0
L515,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,TypeSafe Jev 1.13.0,jev-1.13.0,classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,ECE,0.144,,,,greyLocalllamaTypedDecisions.jevEce,meraGPT Decider 1,0.180,zero-shot,,,ECE (binning method not specified),none,,new,"yes (dataset + card on HF, Apache 2.0)","Jev is not badly calibrated in absolute terms (ECE 0.144, overconfidence +0.023); it is confident because it is usually correct.","HF dataset card LocalLLaMA/typed-decisions, 'Baseline results' table and discussion",ledger-extract-C,1.0
L516,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,TypeSafe Jev 1.13.0,jev-1.13.0,classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,brier_score,0.148,,,,greyLocalllamaTypedDecisions.jevBrier,meraGPT Decider 1,0.052,zero-shot,,,Brier,none,,new,"yes (dataset + card on HF, Apache 2.0)",| TypeSafe Jev 1.13.0 | general | 0.727 | 0.580 | 0.613 | 1.442 | 0.251 | 0.148 | 0.144 | 0.391 | 0.952 | 710 |,"HF dataset card LocalLLaMA/typed-decisions, 'Baseline results' table",ledger-extract-C,1.0
L517,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,TypeSafe Jev 1.13.0 vs meraGPT Decider 1,jev-1.13.0 vs state-decider-1,classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy_by_primitive_noul,0.775 (Jev) vs 0.840 (Decider 1),,,,greyLocalllamaTypedDecisions.nounPrimitiveAccuracy,,,zero-shot (both),,,,,,new,"yes (dataset + card on HF, Apache 2.0)","It leads every question type -- noul 0.840 against Jev's 0.775, choice 0.733 against 0.720, score 0.739 against 0.696 -- with KL 0.096 against Jev's 1.442.","HF dataset card LocalLLaMA/typed-decisions, 'meraGPT Decider 1' section",ledger-extract-C,1.0
L518,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,Teacher self-agreement (ceiling),not applicable (ceiling reference row),classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.735,,,,greyLocalllamaTypedDecisions.teacherSelfAgreementCeiling,TypeSafe Jev 1.13.0,0.727,not applicable,,,,,,new,"yes (dataset + card on HF, Apache 2.0)",Teacher self-agreement | ceiling | 0.735 | a fresh teacher sample scored against gold built from the other samples. It is the noise floor of the labelling process.,"HF dataset card LocalLLaMA/typed-decisions, 'What a score here means' table",ledger-extract-C,1.0
L519,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,"ModernBERT-base (149M, specialist)","ModernBERT-base 149M, fitted via Adaptive Classifier 0.2.0",classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.646,,,,greyLocalllamaTypedDecisions.modernbertAccuracy,TypeSafe Jev 1.13.0,0.727,"fine-tuned/fitted per workflow (specialist, not comparable to zero-shot generalist)",349 ms/case,,,,,new,"yes (dataset + card on HF, Apache 2.0)","Jev at 0.727 against the specialist's 0.646 has not beaten it by eight points... Jev answered all twenty question schemas cold, having never seen this benchmark; the specialists were fitted on the train split of the very workflows they are scored on.","HF dataset card LocalLLaMA/typed-decisions, 'Specialist and generalist are not comparable'",ledger-extract-C,1.0
L520,grey_localllama_typed_decisions,,https://huggingface.co/datasets/LocalLLaMA/typed-decisions,2026-09-18,"LocalLLaMA (community, HF dataset)",independent,Prior (reference baseline),not applicable (label-frequency baseline),classification,"typed-decisions test split (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.470,,,,greyLocalllamaTypedDecisions.priorBaselineAccuracy,TypeSafe Jev 1.13.0,0.727,"not applicable (ignores input, answers per-question train-split label frequency)",,,ECE,none,,new,"yes (dataset + card on HF, Apache 2.0)","Prior fits each question's label frequencies on the train split, then answers those frequencies for every case, ignoring the state entirely... Prior also has the best ECE on the table, at 0.088, while knowing nothing.","HF dataset card LocalLLaMA/typed-decisions, 'Baseline results' table and 'What each row is'",ledger-extract-C,1.0
L600,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, generic Noul question (31 usable benchmarks)",7193,llm_teacher,auroc_median,0.886,0.821,0.952,95% grouped-bootstrap CI,guo2026just.jevGenericNoulMedianAuroc,"none (zero-shot detection, no comparator model)",,not reported,,TypeSafe cloud API,none,none,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"The generic Noul reaches a median AUROC of 0.886 [0.821, 0.952] over the 31 benchmarks that admit it, and the split-half targeted strategy reaches 0.911 [0.860, 0.944] over all 38 (Table 6).",Section 4.1,ledger-extract-D,1.0
L601,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, split-half targeted question (38 usable benchmarks)",7193,llm_teacher,auroc_median_splithalf_targeted,0.911,0.860,0.944,95% grouped-bootstrap CI,guo2026just.jevTargetedSplitHalfMedianAuroc,,,not reported,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"the split-half targeted strategy reaches 0.911 [0.860, 0.944] over all 38 (Table 6)",Section 4.1,ledger-extract-D,1.0
L602,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, generic Noul vs supervised baselines (31 benchmarks)",7193,llm_teacher,auroc_median_margin_over_supervised_baseline_pts,0.132,0.057,0.190,95% grouped-bootstrap CI,guo2026just.jevMarginOverSupervisedBaselineMedian,better of response length and in-domain TF-IDF logistic regression,,tuned (5-fold CV on in-domain labels),,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"the generic Noul exceeds the better of response length and an in-domain TF-IDF logistic regression by a median of +0.132 [+0.057, +0.190] and wins on 25 of 31 benchmarks (sign test p=9x10^-4, Appendix I)",Section 4.1,ledger-extract-D,1.0
